userName,content,score,at
Rafly Gatan,"kekurangannya ketika ingin mengakses blu, beberapa kali perlu relogin yang berbelit - belit, kenapa tidak 1 kali akses dan menggunakan pin saja?. saya mau membayar menggunakan QRIS butuh waktu lama karena menunggu kode OTP dan relogin kembali. overall sangat baik kecuali akses yang masih berbelit belit, semoga kedepan diperbaiki karena blu BCA memiliki potensi yang baik",4,2024-11-24 13:56:34
Curpus Ririen,sangat berguna dan mudah digunakan,5,2024-11-24 11:18:22
As Al,bagus,4,2024-11-24 10:38:59
Audra Ramadiatama,Sangat bagus,5,2024-11-24 10:27:00
Albir Keniro,"Sebenarnya udah bagus lengkap juga cuma kendala di aplikasinya terlalu berat meskipun udah pake hp keluaran terbaru ram tinggi juga gak ngaruh, aplikasinya berat. Setelah diliat2 ternyata oranglain juga ngalamin hal yg sama, kendala di aplikasi terlalu berat. Tolong buat dibenahin lagi, bank digital lain gak seberat ini aplikasinya🙏",3,2024-11-24 08:23:56
Tyas Manatri,Pake QRIS ngegantung mulu. Saldo udah kepotong tp gak masuk ditokonya. Akhirnya harus bayar cash ke toko. Sampe besokan saldonya gak balik jg udah komplain ke CS nya disuruh nunggu 17hari kerja. Gak sekalian suruh nunggu setahun?,1,2024-11-24 03:53:35
Gde Julian,"Apk Lemot, tolong min baca ulasan bintang 1 nya, disana bnyak keluhan tentang APK lemot...",1,2024-11-24 02:04:15
Seno Ary,all bagus aplikasinya tolong agak diperingan min aplikasinya biar cepet transaksinya terimakasih,4,2024-11-24 02:01:54
Wemvy angga sary,"Petama kali coba dan langsung dipake buat nabung, harapan sya kepada blu ukuran dikompres lagi kurangi ukuran aplikasi agar tidak terlalu berat, baru beberapa hari sya pake lancar, semoga seterusnya lancar. Bintang nya 4 dulu nanti sya perbaiki kalo ukuran sudah sesuai.",4,2024-11-23 21:52:37
Muhammad Wildan Fauzi,sukaaaa sama aplikasi blu,5,2024-11-23 12:24:01
Hilman Fauzan,ok,5,2024-11-23 10:44:28
Syifa Krishna,sangat praktis fiturnya mudah digunakan,5,2024-11-23 08:13:31
Kamila Maulidiya,"BAGUSSS, tetep gaada admin ya sampe nantii aku gaakan berpalinggg muah muah bluu",5,2024-11-23 07:00:27
Adrila Trismiadhi,mantaplah pokoknya,5,2024-11-23 06:20:56
Nia Vb,ok banget deh pokoknya,5,2024-11-23 05:13:17
TOPPAN SINTIO,Perbaharuannya udah bagus dan baik. Ada beberapa kendala. Maaf jika ini semoga menjadi saran untuk bagian investasi yang untuk melihat nominal investasi ada dua platform itu ada beberapa error yang satu gak bisa lihat nominal. Udah di tekan tombol reflas atau menyegaskan yang ada di tombol itu tetap error. Sama semoga ke depan menjadi lebih baik.,5,2024-11-23 03:32:25
ahmad nuroni93,Keren... Semoga lebih baik lagi kedepannya...,5,2024-11-22 23:41:43
Ropik Ramadhan,Dalam Hal Ke Seluruhan Bagus sih Cuman UI Nya Kurang Responsif Kalau Di Perbaiki Dan Lebih Respon Bagus Sih Ini Doang Kekurangan Nya Plis Min Perbaiki Terima Kasih,5,2024-11-22 17:22:22
Hisyam Najib,aplikasi mantap tapi animasinya nya agak berat semoga semakin berkembang ya 😁,5,2024-11-22 12:37:38
eries risdianto,so far ok..tp loading nya agak lambat jd kl d buru buru agak gmn gtu..trus kl bisa ada fitur investasi ..contohnya emas..kl sdh ada bakalan bintang 5 deh,4,2024-11-22 12:05:19
Dede Anisa,bagus,5,2024-11-22 12:04:35
Nn,"wktu itu udh bisa trs skrg kluar lagi disuru login ulang, masi sama kendalanya pdhl hp jg gak goyang sama sekali, sampe gua diriin di meja jg ttep aja kya gtu, ribet bgt sih lgi penting juga. jwbnya tolong jgn 'pastikan tdk memakai kacamata bla bla bla' GUE TAU ANJIR, MAKANYA GUE COMPLAIN TU KARNA UDH IKUTIN INTRUKSI TPI TETEP GABISA.",1,2024-11-22 11:59:10
Fedz Embun,"mantap,menu app,tampilan dan layanan oke banget..",5,2024-11-22 06:17:23
BAD DAB,Makasih cashbacknya Blu my Love,5,2024-11-22 05:50:13
WAN HUNDRED ONE,"Aplikasi sudah versi terbaru tetapi lambat banget fitur"" nya semua halaman aplikasi lambat iika dibandingkan dengan bank digital lain dengan ukuran yang tidak jauh berbeda dan menggunakan koneksi internet cukup lancar dan stabil. Karena aplikasi lain tidak ada masalah terutama untuk bank digital tetapi hanya aplikasi blu by BCA Digital yang lambat. Terus ada fitu qris itu sangat menyebalkan karena lambat dari muali proses buka aplikasi maupun saat sqan kode qr nya SANGAT LAMBAT",2,2024-11-22 04:34:16
febri suwandi,terima kasih,5,2024-11-21 23:50:05
Diva Lathifah,"oke bngt aplikasinyaa, bestttt",5,2024-11-21 17:31:00
Dwi nur Arifin,Aplikasi berat banget load nya kayak tetangga sebelah jenius,3,2024-11-21 13:51:14
Nanda Andriyani,tengkyuuuu cashback 20k nya blu🤙🏻❤️❤️,5,2024-11-21 11:49:50
Abdullah Faqih,Aplikasinya terasa sangat berat dipake. Harusnya lebih simple dan ringan,2,2024-11-21 11:23:43
Asep Pes,baik,5,2024-11-21 08:03:31
rc seven,"aplikasi masih terlalu berat, buatlah lebih ringan",2,2024-11-21 03:51:13
yoyok kurniarahman,"Kenapa saya tidak bisa login ya, verifikasi wajah langsung keluar aplikasi nya gak bisa masuk², berulang kali hal yg sama dilakukan",3,2024-11-21 02:54:36
Zain Achmad,love you,5,2024-11-21 01:24:17
Andi Rahman,Aplikasi lag kebanyakan icon loding sama animate,2,2024-11-21 01:14:22
Bunda Vallen,oke,5,2024-11-20 15:01:37
Terbang Ke Angkasa,"Halo kak, saya mau kasih masukan, mohon di perbaiki secepatnya ya kak, dikarenakan saya mau coba beli token listrik lewat gopay dengan metode pembayaran virtual account bca yaitu tidak terdeteksi di menu virtual account blu, tetapi apabila dengan menggunakan virtual account Tokopedia, Shopee dan sejenis nya terdeteksi di blu kak Mohon di perbaiki ya kak dengan virtual account manapun + langsung muncul nominal angka yang harus di bayar seperti di My BCA kak, saya berharap diperbaiki secepatnya",5,2024-11-20 14:46:07
nofriantoni antoni,"Aplikasi terasa agak berat dibanding bank digital lain, qris masih belum bisa dipake di alfamart,(alfamart minta barcode, jadi dia yg scan ke barcode yg keluar dari hp kita).",4,2024-11-20 14:12:53
Harmayanti Erik,Sangat simple.. Terimakasih,5,2024-11-20 13:42:53
Eko Pribadi,"Tolong bikin lebih ringan lagi ya, sudah bagus lho sebanarnya, tapi lamban sekali mau transaksi. Pakai menu yang inti2 saja yang banyak di butuhkan nasabah, supaya lebih ringan.",5,2024-11-20 12:50:58
MasEje Official,blu bca sekarang hampir mao log in ada system otp terus biasanya cukup pin...,1,2024-11-20 12:22:35
Dex Ma,bagus banget,5,2024-11-20 11:05:21
v次新新成员,"Disaat mau mendaftar, ketika proses verifikasi, selalu saja ""pastikan hp tidak bergoyang"" padahal posisi hp saya diam tidak bergerak sedikit pun",1,2024-11-20 10:32:47
vicky kyesuke,"pendaftaran buat akun bank aja di bikin ribet,penyubutan email salah aja malah di matiin,pengiriman registrasi nomer di perlama,sedangkan ktp gua udah lu tahan bangke..",1,2024-11-20 07:09:04
Moh Sama'i,"notifikasi sering lambat,baik dari aplikasi/email....",5,2024-11-20 03:00:30
Yunda Holis,"suka banget pakai Blu, smoga setiap tf ga kena biaya admin. tq BCA",5,2024-11-20 01:15:21
Podcast Angkringan,"Apk lemot, mau ambil uang malah pending, apa-apaan ini? Kembalikan uang saya",1,2024-11-19 20:01:07
Zihad Badar Alif Fahrizi,"Aplikasi tidak layak, sistem lambat, sedang butuh uang tarik tunai tidak bisa. Dll",1,2024-11-19 19:15:35
Indywra Melv,"gangguan mulu ih ,",3,2024-11-19 18:53:11
Butet Frederick,"Terlalu lama loading,",3,2024-11-19 18:53:00
Muhajir Fandi,"lagi mau bayar malah error, malu² gua aja ini aplikasi",1,2024-11-19 18:19:06
Farel Ramadhan,"LEMOT, LEMOT, DAN LEMOT!!!!!",1,2024-11-19 18:09:12
zaranta Bandung city Tour,Setelah pembaruan ko jadi ngga bisa di buka stuck di logo blue,2,2024-11-19 17:03:36
bunayya Madu,oyeeeeee BCAblu mantap,5,2024-11-19 14:20:05
Lysta Ferdy,untuk orang yg pertama kali mau TF ke blu sangat susah dicari di list bank. begitu juga untuk setor tunai ada biaya admin kalau pakai ATM BCA. padahal sesama BCA,4,2024-11-19 13:53:43
Satria Rangga Lesmana,Lemot aplikasi loadingnya lama berat bet,1,2024-11-19 13:37:02
Ibnu Dwi Azusaka,"Kenapa ya login loading melulu lebih 30 menit juga gitu"" aja",2,2024-11-19 07:48:02
Tati Tita,"Udh apk nya berat .. Sekarang kalo Tf kena adm, kemarin gratis..",2,2024-11-19 07:38:34
Deryl Asyad,"Tolong UXnya diperbaiki lagi, ini aplikasi cuman minus di UXnya aja. Sisanya sudah bagus",3,2024-11-19 03:44:39
robinson jr99,Sangat bagus sekali,5,2024-11-19 03:31:50
Indonesia,Eror ga bisa frivikasi wajah cuman ngerjain dong cuk,2,2024-11-19 03:04:12
Nela Nurwildiana,"mantap pokonya,semoga selamanya gda biaya admin utk transaksi selain BCA ya",5,2024-11-19 00:07:08
Adinda Triaprilia,"sangat rekomendasi sekali, lebih mudah tranfer² cmn kekurangannya ada waktu atau jam tertentunya untuk tf",5,2024-11-18 16:44:51
Michael Fernandez,Apa kodenya Karena baru mau buat di minta kodenya Kode referral,2,2024-11-18 15:37:26
Elite Sodum,Aplikasi khusus dan terpercaya fokusnya oke,5,2024-11-18 12:27:54
Keukeu Karlina,"yang mau nabung, mending pake blu yuk🤗😍",5,2024-11-18 09:35:09
Bos Ki,"Tolong di peringan aplikasinya, biar gak terlalu berat, padahal sudah hp gaming ram tinggi masih saja berat.",3,2024-11-18 08:36:54
Fenny Anggraini lubis,top,5,2024-11-18 05:39:11
Mario Purba,"Sanget keren, terimakasih banyak",5,2024-11-18 05:08:07
Owner BabyRR250,Mbanking kek sampah lemot kali mskipun ud d support wifi kenceng ttep lemot mending pkk BCA biasa aj ud pling bner,1,2024-11-18 04:01:56
Nazriel ilham Muhammad andriyanto,jos gandos,5,2024-11-18 03:43:09
SIPAHUTAR TV,sangat baik pakai blu,5,2024-11-18 03:06:31
Zaenal Abidin,Alhamdulillah .... bagus,5,2024-11-18 02:08:23
Ocha Rosa18,"bagus bgd,sangat bermanfaat dan membantu.terima kasih blubca",5,2024-11-18 00:44:49
Anik Irfani,baik,5,2024-11-17 15:15:47
ulya,"agak lemot kalo lgi login, waktu loadingnya lama bgt ga kaya m banking bca biasa",4,2024-11-17 11:38:32
Abdillah Turahmat,sat set sat sett,5,2024-11-17 10:11:15
Arif Mudopir92,apakah aplikasi ini bisa Ngajuin pinjaman,5,2024-11-17 09:40:18
ovidra dwiqyarta,"Bapak Armand berprinsip nyaman dan aman untuk costumer, saya merasa aman dgn blu tapi tdk nyaman dgn motion jadi lambat, tolong diperbaiki tks.",3,2024-11-17 07:26:44
Bahres Ubaidilah,Assalamualaikum admin sya mau perifikasi no hp sya yg baru apa bisa,5,2024-11-17 06:41:06
Phi Gun,Kenapa kuota setor tunai lwt ATM BCA cuma dikit? Seharusnya diperbanyak biar org gmpang nabung ke blu,3,2024-11-17 00:13:39
Faisal Rivan (Ichank),Very good...👍👍👍,5,2024-11-16 13:58:24
chanel baby fafa,good,5,2024-11-16 09:32:57
chandra permana,Untuk transaksi sangat menguntungkan. Untuk login pun di pernudah. Tp kurang satset agak memakan waktu. Thank,5,2024-11-16 07:52:37
Erin Verina,suka bngt pke blu gmpng mau TF kemana aj mudah ga kena biaya admin juga,5,2024-11-16 07:31:34
aliansyah,Pengalaman Digital yang baik,5,2024-11-16 05:48:10
Wahyu,LOGIN VERMUK SUSAH BANGET GILAAAA,2,2024-11-16 05:29:10
Aviva Aulia,Daftar aja susah amet,1,2024-11-16 03:36:35
Arrya 97,Bagus.. Cuma saran aplikasi nya di bikin lebih enteng,4,2024-11-15 19:11:36
Armand,👍,5,2024-11-15 14:20:43
Fery Bae,sangat bagus,5,2024-11-15 13:31:24
Ammar Ali Alamri,"sangat puas sekali, rate bintang 5 ☆☆☆☆☆",5,2024-11-15 13:14:10
Yori Aihara,Bagus tapi kurang menarik promonya,5,2024-11-15 12:44:44
Muhammad Dzikri,"respek dengan pelayanan dan tanggungjawab blu bca, kemarin ada kendala di penarikan saldo, setelah laporan dan bla² akhirnya saldo saya balik. terimakasih 👍",5,2024-11-15 12:04:27
paknia nainus,Sangat membantu sekali untuk menabung maupun investasi,5,2024-11-15 11:42:54
Andry hery Purba,Candu kenapa gk dari dulu saya pakai,5,2024-11-15 07:49:08
mahrus hidayatulloh19,sangat bagus dan rekomen,5,2024-11-15 07:16:42
Raihan Alif,"Aplikasi lama lama berat, mau bayar qris aja bisa 1 sampe 2 menit",1,2024-11-15 04:28:46
Abi Nun,good,5,2024-11-14 22:15:02
Novi,suka banget sama aplikasinya dan terpercaya karena di bawah naungan dari BCA dan dapat gratis transfer ke bank lain 20 kali dalam sebulan. semoga lebih banyak promo dan diskon.,5,2024-11-14 18:30:14
Myesha Diva,bagus banget,5,2024-11-14 16:12:50
Ikhwan Bee,Tolong aplikasi nya di buat agar lebih smooth lagi developer.. terlalu berat sedangkan orang membutuhkan transaksi yg cepat dan aman,3,2024-11-14 16:05:01
Concept Gadget (Mutakim),Bagus,5,2024-11-14 11:17:22
Zulfikar Bart,Hebat tanpa admin,5,2024-11-14 10:27:17
the wolf,kaget ngakak pas ada fitur buat Avatar nya 🤣 download blu bca (❌ buat transaksi) (✅ buat pamer Avatar) next update: tambah banyak pose sama aksesoris min 😁,5,2024-11-14 07:10:35
Pulung Agung,Jossjisss,5,2024-11-13 18:24:52
白bima,saran untuk transaksi topup e-money ditampilkan user / nama pemilik akun tersebut .,4,2024-11-13 14:14:57
Danil Tan,"Apk sy terlogout sendiri,login ulang puluhan kali percuma,langsung auto logout lg",1,2024-11-13 08:48:34
Yusuf,Kirim ke VA bca error,1,2024-11-13 08:41:19
Daekan ayu,Saya Senang Sekali Memakai Blu by BCA Dgital Saya Kasih Bintang 5 deh Terimakasih,5,2024-11-13 07:23:56
Raf Rasd,semuanya jadi gampang,5,2024-11-13 07:07:46
Putu Anom Mahesa Putra,"tolong tambahkan fitur qris via barcode, jadi tidak hanya bisa scan saja. Hal tersebut akan sangat berguna terutama jika ingin berbelanja di beberapa Mini Market",4,2024-11-13 05:24:55
Kame Shenin,Makin hari makin lemot .....,3,2024-11-13 05:17:18
Najwa Khoiriyah,suka sekali transaksi menggunakan blu bca dan aman,5,2024-11-13 01:09:00
Muhammad Haadi Nur Haq,"sensasional sekali, keren lah pokoknya",5,2024-11-12 20:23:49
Tri Wahyuni,lumayan lancar. sayangnya kalo tarik tunai ada admin,4,2024-11-12 10:23:19
FREDY CATUR PUTRA,Lancar Djaja,5,2024-11-12 08:55:09
Nakhasaka,"Klo dah nyimpen d Blu...dah tenang dan kadang suka lupa klo ada simpenan,itu salah satu jurus lupa tapi happy...🤗😄",5,2024-11-12 08:42:55
Riski Sastra hulu,"oky juga ,bikin saldo aman ,dan sulit ambil uang bikin ribet jadinya gak gampang boros",5,2024-11-12 08:03:57
Florensius Buyung,Aplikasinya lumayan bagus digunakan,4,2024-11-12 07:47:45
Garda Putratamtama,"mantab ak suka ,kaga ribet",5,2024-11-12 07:15:05
Rhusli Cec,Saya ubah nomor telepon yg hilang udh di telpon sama pihak blu BCA TPI blum bisa login apa kh kantor cabang terdekat biar cpt saya urus,2,2024-11-12 05:15:17
Christian Prihantono,"Apk Berat , Lola Banget walau sinyal bagus aplikasi ribet",1,2024-11-12 03:58:52
evelin putri,Kalau bisa di ubah harus menggunakan kunci layar karna kalau tidak menggunakan kunci layar aplikasinya tidak bisa terbuka,4,2024-11-12 01:39:09
Fitri Roqim,lumayan bagus,5,2024-11-11 13:39:46
Nuril Haliza,terbaikkkk,5,2024-11-11 13:25:36
Muhammad Taufik,sangat memuaskan,5,2024-11-11 12:33:37
deryo costa,sangat banyak membantu,5,2024-11-11 11:41:29
Foego Tokk,fiks,5,2024-11-11 11:08:20
Andre Arifandi,"app nya berat banget mau bayar qr aja nunggu lama karena loading sampe ke double bayar dan saldo nyangkut , kalo udh di fix penilaian gw perbarui",1,2024-11-11 08:36:17
Yoga Chandra,keren banget sangat membantu,4,2024-11-11 04:06:56
Delfian Nisyab,"Di saat verifikasi wajah pasti tertulis pastikan handphone tidak bergoyang, padahal handphone saya di simpen di meja. Perbaiki system bug yg kaya gitu nyah blu",1,2024-11-10 22:33:17
Eldo Manurung,Sangat recomended,5,2024-11-10 15:32:13
Achmad Move It,"terlalu rumit dan terlalu banyak prosedur, saya kira saya bisa langsung melakukan transaksi dengan lancar, ternyata yang mudah hanya pendaftaran awal nya saja 😅 bintangnya tidak saya kurangi untuk menghargai respon cepat dan kelancaran ketika mendaftar di awal.",2,2024-11-10 12:11:14
Baharuddin Rachmat Hidayat,Ini keren banget si aplikasi. Cocok buat anak muda yang mau nyoba nabung dan transaksi berbisnis,5,2024-11-10 11:42:04
Ina Fatma,masuk ke app harus masukkan kode otp. Tapi lambaaaat sekali. Saat kita sudah buru 2 mau masuk malah kode ny ga terkirim2. ini sekelas bca loh lambat sekali aplikasinya. coba diperbaharui jangan ketinggalan jaman,2,2024-11-10 10:43:57
Dede “Ade” Rohmanudin,mantap sekali...layanan cepat dan akurat,5,2024-11-10 09:58:48
Andri Prasetia,mantap,5,2024-11-10 09:25:27
Resky adi Prasetiyo,tolong perbaiki aplikasi masih sering patah patah dilainya lama. trimakasih,4,2024-11-10 06:03:17
Nud Nad,"Kenapa tiap narik selalu ada admin, kedikitan banget 2 kali transaksi doang gratis nya🙏😭 mending bayar tiap bulan deh blu dari pada tiap transaksi di ATM bayar, buat orang mikir 2 kali make bluu by BCA nya🙏 sama fitur QR buat bayar di kasir nya juga ga ada, di tambahin lagi, kalau udah di perbaiki, ntar di ubah bintang nya🙂",1,2024-11-10 05:29:57
Ita Rosmiati,suka rada eror,4,2024-11-10 01:37:06
Tutut Saputra,Sanggat puas dengan aplikasi ini,5,2024-11-10 00:05:26
Aristha Elisabeth,sangat berguna,5,2024-11-09 20:24:34
Danu presetio,oke baik sekali mudah dan nyaman,5,2024-11-09 11:33:41
Karina Ariani,agak lag pas masuk ke apknya lumayan lama klo di klik,4,2024-11-09 11:16:58
Rahmad Syabirin,Semakin lama buka tutup aplikasi semakin berat. Terasa lemot padahal HP RAM 6GB Prosesor Snapdragon 610,1,2024-11-09 11:07:02
firman kadest,"cocok,,, 👍",5,2024-11-09 11:01:39
Puspita Intan Safitri,"Sering bgt logout sendiri. Customer service ngga jelas namanya Restu Awalnya ga keblokir malah jd keblokir 3 hari kerja. Verifikasi wajah gagal terus, Baru 1 bulan pake sesi berakhir login susah. Mengecewakan",1,2024-11-09 09:29:36
Aneuk Ranto,"Untuk pelayanan Sangat Bagus, kemudahan pemakaian saat ini juga sangat Memudahkan Pengguna, Free segala biaya. Saya kasih *5. Dan terutama dari segi pelayanan online untuk saat ini Sangat bagus . Respon cepat. Pelayanan sangat memuaskan. Tingkatkan lg kualitas. Dan kedepan blu bisa banyak discont2 dan tervover seluruh pembayaran secara online. Contactless. dll",5,2024-11-09 07:42:41
Aan Roswati,gampang transaksi,5,2024-11-09 06:03:57
Iqbal Hermansyah98,"Kenapa ya setiap keluar aplikasi,pas mau masuk lagi harus minta kode otp di ulang lagi dari awal!!!!",1,2024-11-09 05:33:37
Vian Verino,"Tidak seperti yang banyak dikeluhkan, di hp A06 peforma aplikasi ini cukup baik. OTP, pendaftaran & login mudah-cepat diproses. Untuk lambatnya tentu ada tapi wajar bukan yang amat lag. Lalu entah kenapa saya tidak ada vidcall dengan CS sebelum pilih nomor rekening. Mungkin kebijakan baru atau pertimbangan khusus lain? Selain itu, entah kenapa saya langsung dapet level blupro dan bukan newbie. Mungkin karena custom norek? 😅 Terima kasih untuk kemudahannya. Thanks BCA Grup. Berkah selalu 😁",5,2024-11-09 04:51:54
Fredy Setia 1,simple,5,2024-11-09 04:09:44
Cahaya Marketing Siliwangi,Pindah ke HP baru susah banget pandai wajah berkali kali tapi tetap aja ujung ujung nya harus nelpon yg akan menguras pulsa,1,2024-11-09 04:00:56
randy sandiya permana,"Jiirr, transfer bifast nya lama banget gak nyampe-nyampe, ini sih bukan bifast namanya tapi bislow, masa transfer lokal saja butuh waktu seharian. Padahal di bank lain bisa instan hitungan detik dah nyampe.",1,2024-11-09 01:32:50
Rudi Hartono,Simple and good,5,2024-11-08 22:53:50
Caezar Fatih,Kasih promo2 pembayaran...kasih fitur paylater,3,2024-11-08 19:35:46
MUHAMMAD FARHAN,MANTAP COKKK!!!,5,2024-11-08 10:13:32
File 21,Oke bagus,5,2024-11-08 09:58:50
ichigo fie,"sejauh ini bagus mau bayar"" juga jadi mudah 😁",4,2024-11-08 08:07:34
Guruh Indra,Ko dari kemarin saya top up gk masuk masuk saya merasaa kecwaaa sumpah padahal saya tiap hari di buru buru untuk pembelanjaan. Dgn ini saya merasaa di rugikan merasaa di rungikaann dri kemarinn uang top gk masuk masuk padahal.cuma kecil tolong janji nya tgl 8nyata nya gk ada jga,5,2024-11-08 04:53:32
Maldi R,"Jangan Ragu Lagi Buat Pakai BLU, (1) layanan mudah dan banyak reward, (2) bebas biaya admin khusus Pengguna BCA.",5,2024-11-08 03:20:05
Fauzan mochagame,muancaaappp.,5,2024-11-08 02:16:50
Triana Tri,pokoknya ok bngt.. mudah n kereeeenn..,5,2024-11-08 01:58:27
